polybagDataId,ownedPolybag,dayAfterPlanted,ec,n,p,k,ph,createdAt,updatedAt
1732,2,70,2.122129589090691,24.09,9.69,34.22,5.77,2024-03-10 04:48:00,2024-03-10 04:48:00
1733,2,70,2.5051411143739672,13.15,7.52,31.51,5.91,2024-03-10 09:36:00,2024-03-10 09:36:00
1734,2,70,2.97161998539514,20.31,10.53,24.11,6.96,2024-03-10 14:24:00,2024-03-10 14:24:00
1735,2,70,3.19398636541842,11.68,11.62,15.3,6.69,2024-03-10 19:12:00,2024-03-10 19:12:00
1736,3,70,2.445519700567103,12.42,11.35,32.96,6.21,2024-03-10 00:00:00,2024-03-10 00:00:00
1737,3,70,2.1809043436602256,20.47,6.3,22.4,6.84,2024-03-10 04:48:00,2024-03-10 04:48:00
1738,3,70,2.5219665501242856,28.5,11.58,30.78,5.87,2024-03-10 09:36:00,2024-03-10 09:36:00
1739,3,70,2.8630684083557667,26.85,11.22,16.05,5.58,2024-03-10 14:24:00,2024-03-10 14:24:00
1740,3,70,2.3175702147293853,22.73,11.91,33.65,6.19,2024-03-10 19:12:00,2024-03-10 19:12:00
1741,4,70,2.5662526561851635,19.55,9.12,15.45,6.63,2024-03-10 00:00:00,2024-03-10 00:00:00
1742,4,70,2.0747605987048043,19.54,8.26,31.37,5.69,2024-03-10 04:48:00,2024-03-10 04:48:00
1743,4,70,2.0301481174372173,28.91,11.43,17.75,6.98,2024-03-10 09:36:00,2024-03-10 09:36:00
1744,4,70,2.8583574028633985,17.29,11.41,30.33,6.26,2024-03-10 14:24:00,2024-03-10 14:24:00
1745,4,70,3.0850111461795233,12.03,13.08,29.99,6.05,2024-03-10 19:12:00,2024-03-10 19:12:00
1746,5,70,3.325516165517299,11.05,7.08,28.92,6.55,2024-03-10 00:00:00,2024-03-10 00:00:00
1747,5,70,2.7597393397939953,25.92,9.2,32.86,6.09,2024-03-10 04:48:00,2024-03-10 04:48:00
1748,5,70,2.590009940326495,18.1,11.07,23.07,6.11,2024-03-10 09:36:00,2024-03-10 09:36:00
1749,5,70,2.8844541096068594,10.53,7.59,18.37,6.31,2024-03-10 14:24:00,2024-03-10 14:24:00
1750,5,70,2.5754835403361116,22.71,11.72,20.92,5.79,2024-03-10 19:12:00,2024-03-10 19:12:00
1751,1,71,2.32961794561069,11.5,5.75,21.25,5.5,2024-03-11 00:00:00,2024-03-11 00:00:00
1752,1,71,3.1604934995031506,14.5,7.25,23.75,5.7,2024-03-11 04:00:00,2024-03-11 04:00:00
1753,1,71,2.569019750924683,17.5,8.75,26.25,5.5,2024-03-11 08:00:00,2024-03-11 08:00:00
1754,1,71,3.313723377245106,20.5,10.25,28.75,5.7,2024-03-11 12:00:00,2024-03-11 12:00:00
1755,1,71,2.623346220603877,23.5,11.75,31.25,5.5,2024-03-11 16:00:00,2024-03-11 16:00:00
1756,2,71,3.096597320274862,11.5,5.75,21.25,5.5,2024-03-11 00:00:00,2024-03-11 00:00:00
1757,2,71,3.3394452954957057,14.5,7.25,23.75,5.7,2024-03-11 04:00:00,2024-03-11 04:00:00
1758,2,71,2.2566173524199296,17.5,8.75,26.25,5.5,2024-03-11 08:00:00,2024-03-11 08:00:00
1759,2,71,2.184513584954673,20.5,10.25,28.75,5.7,2024-03-11 12:00:00,2024-03-11 12:00:00
1760,2,71,2.0704593495971046,23.5,11.75,31.25,5.5,2024-03-11 16:00:00,2024-03-11 16:00:00
1761,3,71,2.787728526255105,11.5,5.75,21.25,5.5,2024-03-11 00:00:00,2024-03-11 00:00:00
1762,3,71,3.4856811036957733,14.5,7.25,23.75,5.7,2024-03-11 04:00:00,2024-03-11 04:00:00
1763,3,71,2.4926960389463253,17.5,8.75,26.25,5.5,2024-03-11 08:00:00,2024-03-11 08:00:00
1764,3,71,3.2732462500043606,20.5,10.25,28.75,5.7,2024-03-11 12:00:00,2024-03-11 12:00:00
1765,3,71,2.730914946608914,23.5,11.75,31.25,5.5,2024-03-11 16:00:00,2024-03-11 16:00:00
1766,4,71,2.926478035540417,11.5,5.75,21.25,5.5,2024-03-11 00:00:00,2024-03-11 00:00:00
1767,4,71,2.416124580535787,14.5,7.25,23.75,5.7,2024-03-11 04:00:00,2024-03-11 04:00:00
1768,4,71,2.5364010748023023,17.5,8.75,26.25,5.5,2024-03-11 08:00:00,2024-03-11 08:00:00
1769,4,71,2.1859370234887328,20.5,10.25,28.75,5.7,2024-03-11 12:00:00,2024-03-11 12:00:00
1770,4,71,3.441286755025452,23.5,11.75,31.25,5.5,2024-03-11 16:00:00,2024-03-11 16:00:00
1771,5,71,3.330092619930134,11.5,5.75,21.25,5.5,2024-03-11 00:00:00,2024-03-11 00:00:00
1772,5,71,3.0182584310805485,14.5,7.25,23.75,5.7,2024-03-11 04:00:00,2024-03-11 04:00:00
1773,5,71,2.59943447575232,17.5,8.75,26.25,5.5,2024-03-11 08:00:00,2024-03-11 08:00:00
1774,5,71,2.3895382108896337,20.5,10.25,28.75,5.7,2024-03-11 12:00:00,2024-03-11 12:00:00
1775,5,71,3.2254446409763418,23.5,11.75,31.25,5.5,2024-03-11 16:00:00,2024-03-11 16:00:00
1776,1,72,3.272710484053156,11.5,5.75,21.25,5.5,2024-03-12 00:00:00,2024-03-12 00:00:00
1777,1,72,3.195083688924087,14.5,7.25,23.75,5.7,2024-03-12 04:00:00,2024-03-12 04:00:00
1778,1,72,2.092400891684121,17.5,8.75,26.25,5.5,2024-03-12 08:00:00,2024-03-12 08:00:00
1779,1,72,3.440023131466794,20.5,10.25,28.75,5.7,2024-03-12 12:00:00,2024-03-12 12:00:00
1780,1,72,2.158768967089342,23.5,11.75,31.25,5.5,2024-03-12 16:00:00,2024-03-12 16:00:00
1781,2,72,3.4220979494480233,11.5,5.75,21.25,5.5,2024-03-12 00:00:00,2024-03-12 00:00:00
1782,2,72,2.519162168132623,14.5,7.25,23.75,5.7,2024-03-12 04:00:00,2024-03-12 04:00:00
1783,2,72,3.39195455396162,17.5,8.75,26.25,5.5,2024-03-12 08:00:00,2024-03-12 08:00:00
1784,2,72,3.1372306891126938,20.5,10.25,28.75,5.7,2024-03-12 12:00:00,2024-03-12 12:00:00
1785,2,72,3.048655147575082,23.5,11.75,31.25,5.5,2024-03-12 16:00:00,2024-03-12 16:00:00
1786,3,72,2.516977177003955,11.5,5.75,21.25,5.5,2024-03-12 00:00:00,2024-03-12 00:00:00
1787,3,72,2.666501973991488,14.5,7.25,23.75,5.7,2024-03-12 04:00:00,2024-03-12 04:00:00
1788,3,72,2.166425867524743,17.5,8.75,26.25,5.5,2024-03-12 08:00:00,2024-03-12 08:00:00
1789,3,72,2.698166403864504,20.5,10.25,28.75,5.7,2024-03-12 12:00:00,2024-03-12 12:00:00
1790,3,72,2.88908828303519,23.5,11.75,31.25,5.5,2024-03-12 16:00:00,2024-03-12 16:00:00
1791,4,72,2.9031661257095904,11.5,5.75,21.25,5.5,2024-03-12 00:00:00,2024-03-12 00:00:00
1792,4,72,3.3098196581602384,14.5,7.25,23.75,5.7,2024-03-12 04:00:00,2024-03-12 04:00:00
1793,4,72,2.955722535304308,17.5,8.75,26.25,5.5,2024-03-12 08:00:00,2024-03-12 08:00:00
1794,4,72,2.0925881575948284,20.5,10.25,28.75,5.7,2024-03-12 12:00:00,2024-03-12 12:00:00
1795,4,72,2.783776323089632,23.5,11.75,31.25,5.5,2024-03-12 16:00:00,2024-03-12 16:00:00
1796,5,72,3.4416805123232503,11.5,5.75,21.25,5.5,2024-03-12 00:00:00,2024-03-12 00:00:00
1797,5,72,3.443449788045518,14.5,7.25,23.75,5.7,2024-03-12 04:00:00,2024-03-12 04:00:00
1798,5,72,2.770843667288159,17.5,8.75,26.25,5.5,2024-03-12 08:00:00,2024-03-12 08:00:00
1799,5,72,3.3752056561410466,20.5,10.25,28.75,5.7,2024-03-12 12:00:00,2024-03-12 12:00:00
1800,5,72,3.0771627206481096,23.5,11.75,31.25,5.5,2024-03-12 16:00:00,2024-03-12 16:00:00
1801,1,73,3.1620776332589795,11.5,5.75,21.25,5.5,2024-03-13 00:00:00,2024-03-13 00:00:00
1802,1,73,3.205253685950786,14.5,7.25,23.75,5.7,2024-03-13 04:00:00,2024-03-13 04:00:00
1803,1,73,2.9143731030381974,17.5,8.75,26.25,5.5,2024-03-13 08:00:00,2024-03-13 08:00:00
1804,1,73,2.091622833361222,20.5,10.25,28.75,5.7,2024-03-13 12:00:00,2024-03-13 12:00:00
1805,1,73,3.2987570610297743,23.5,11.75,31.25,5.5,2024-03-13 16:00:00,2024-03-13 16:00:00
1806,2,73,3.0476122737426623,11.5,5.75,21.25,5.5,2024-03-13 00:00:00,2024-03-13 00:00:00
1807,2,73,2.912542276269719,14.5,7.25,23.75,5.7,2024-03-13 04:00:00,2024-03-13 04:00:00
1808,2,73,3.1371069194015186,17.5,8.75,26.25,5.5,2024-03-13 08:00:00,2024-03-13 08:00:00
1809,2,73,2.450465828544376,20.5,10.25,28.75,5.7,2024-03-13 12:00:00,2024-03-13 12:00:00
1810,2,73,2.436592060531182,23.5,11.75,31.25,5.5,2024-03-13 16:00:00,2024-03-13 16:00:00
1811,3,73,3.3162535806268045,11.5,5.75,21.25,5.5,2024-03-13 00:00:00,2024-03-13 00:00:00
1812,3,73,3.0368964214143483,14.5,7.25,23.75,5.7,2024-03-13 04:00:00,2024-03-13 04:00:00
1813,3,73,3.2629649267060232,17.5,8.75,26.25,5.5,2024-03-13 08:00:00,2024-03-13 08:00:00
1814,3,73,2.537485876983487,20.5,10.25,28.75,5.7,2024-03-13 12:00:00,2024-03-13 12:00:00
1815,3,73,2.850587157710622,23.5,11.75,31.25,5.5,2024-03-13 16:00:00,2024-03-13 16:00:00
1816,4,73,3.09624368388054,11.5,5.75,21.25,5.5,2024-03-13 00:00:00,2024-03-13 00:00:00
1817,4,73,2.2529605604208083,14.5,7.25,23.75,5.7,2024-03-13 04:00:00,2024-03-13 04:00:00
1818,4,73,3.088891614002727,17.5,8.75,26.25,5.5,2024-03-13 08:00:00,2024-03-13 08:00:00
1819,4,73,2.115429975870113,20.5,10.25,28.75,5.7,2024-03-13 12:00:00,2024-03-13 12:00:00
1820,4,73,2.2802795766443946,23.5,11.75,31.25,5.5,2024-03-13 16:00:00,2024-03-13 16:00:00
1821,5,73,2.0675405728580736,11.5,5.75,21.25,5.5,2024-03-13 00:00:00,2024-03-13 00:00:00
1822,5,73,2.828932521212597,14.5,7.25,23.75,5.7,2024-03-13 04:00:00,2024-03-13 04:00:00
1823,5,73,2.7829137284401626,17.5,8.75,26.25,5.5,2024-03-13 08:00:00,2024-03-13 08:00:00
1824,5,73,2.741497767950273,20.5,10.25,28.75,5.7,2024-03-13 12:00:00,2024-03-13 12:00:00
1825,5,73,2.0945101913894315,23.5,11.75,31.25,5.5,2024-03-13 16:00:00,2024-03-13 16:00:00
1826,1,74,2.6174368465855604,11.5,5.75,21.25,5.5,2024-03-14 00:00:00,2024-03-14 00:00:00
1827,1,74,2.8418713228993058,14.5,7.25,23.75,5.7,2024-03-14 04:00:00,2024-03-14 04:00:00
1828,1,74,2.612554198861762,17.5,8.75,26.25,5.5,2024-03-14 08:00:00,2024-03-14 08:00:00
1829,1,74,2.7400451955261476,20.5,10.25,28.75,5.7,2024-03-14 12:00:00,2024-03-14 12:00:00
1830,1,74,2.623860878360917,23.5,11.75,31.25,5.5,2024-03-14 16:00:00,2024-03-14 16:00:00
1831,2,74,2.2409300508286156,11.5,5.75,21.25,5.5,2024-03-14 00:00:00,2024-03-14 00:00:00
1832,2,74,2.4445648626145706,14.5,7.25,23.75,5.7,2024-03-14 04:00:00,2024-03-14 04:00:00
1833,2,74,2.2270772253379336,17.5,8.75,26.25,5.5,2024-03-14 08:00:00,2024-03-14 08:00:00
1834,2,74,3.4888432229653414,20.5,10.25,28.75,5.7,2024-03-14 12:00:00,2024-03-14 12:00:00
1835,2,74,3.391253571992886,23.5,11.75,31.25,5.5,2024-03-14 16:00:00,2024-03-14 16:00:00
1836,3,74,3.4516848989095297,11.5,5.75,21.25,5.5,2024-03-14 00:00:00,2024-03-14 00:00:00
1837,3,74,3.445913502503553,14.5,7.25,23.75,5.7,2024-03-14 04:00:00,2024-03-14 04:00:00
1838,3,74,2.8497579321482656,17.5,8.75,26.25,5.5,2024-03-14 08:00:00,2024-03-14 08:00:00
1839,3,74,2.0909328205705724,20.5,10.25,28.75,5.7,2024-03-14 12:00:00,2024-03-14 12:00:00
1840,3,74,2.5437394531841395,23.5,11.75,31.25,5.5,2024-03-14 16:00:00,2024-03-14 16:00:00
1841,4,74,2.7388079428648444,11.5,5.75,21.25,5.5,2024-03-14 00:00:00,2024-03-14 00:00:00
1842,4,74,2.4508389604491914,14.5,7.25,23.75,5.7,2024-03-14 04:00:00,2024-03-14 04:00:00
1843,4,74,2.4733167349681344,17.5,8.75,26.25,5.5,2024-03-14 08:00:00,2024-03-14 08:00:00
1844,4,74,3.4069363738305865,20.5,10.25,28.75,5.7,2024-03-14 12:00:00,2024-03-14 12:00:00
1845,4,74,2.2027998881192863,23.5,11.75,31.25,5.5,2024-03-14 16:00:00,2024-03-14 16:00:00
1846,5,74,2.921502834843893,11.5,5.75,21.25,5.5,2024-03-14 00:00:00,2024-03-14 00:00:00
1847,5,74,2.1914619059294256,14.5,7.25,23.75,5.7,2024-03-14 04:00:00,2024-03-14 04:00:00
1848,5,74,2.5636854975046552,17.5,8.75,26.25,5.5,2024-03-14 08:00:00,2024-03-14 08:00:00
1849,5,74,2.317132685488819,20.5,10.25,28.75,5.7,2024-03-14 12:00:00,2024-03-14 12:00:00
1850,5,74,3.077384445744986,23.5,11.75,31.25,5.5,2024-03-14 16:00:00,2024-03-14 16:00:00
1851,1,75,2.5918310065844645,11.5,5.75,21.25,5.5,2024-03-15 00:00:00,2024-03-15 00:00:00
1852,1,75,2.4105717418914177,14.5,7.25,23.75,5.7,2024-03-15 04:00:00,2024-03-15 04:00:00
1853,1,75,2.337736858179711,17.5,8.75,26.25,5.5,2024-03-15 08:00:00,2024-03-15 08:00:00
1854,1,75,2.6773317845271976,20.5,10.25,28.75,5.7,2024-03-15 12:00:00,2024-03-15 12:00:00
1855,1,75,2.3086072337229155,23.5,11.75,31.25,5.5,2024-03-15 16:00:00,2024-03-15 16:00:00
1856,2,75,3.0601211993341217,11.5,5.75,21.25,5.5,2024-03-15 00:00:00,2024-03-15 00:00:00
1857,2,75,3.496728941661027,14.5,7.25,23.75,5.7,2024-03-15 04:00:00,2024-03-15 04:00:00
1858,2,75,2.9678243765395385,17.5,8.75,26.25,5.5,2024-03-15 08:00:00,2024-03-15 08:00:00
1859,2,75,2.0416383631802018,20.5,10.25,28.75,5.7,2024-03-15 12:00:00,2024-03-15 12:00:00
1860,2,75,2.577352217183722,23.5,11.75,31.25,5.5,2024-03-15 16:00:00,2024-03-15 16:00:00
1861,3,75,3.159537072006933,11.5,5.75,21.25,5.5,2024-03-15 00:00:00,2024-03-15 00:00:00
1862,3,75,2.921213149584899,14.5,7.25,23.75,5.7,2024-03-15 04:00:00,2024-03-15 04:00:00
1863,3,75,3.4826912733013144,17.5,8.75,26.25,5.5,2024-03-15 08:00:00,2024-03-15 08:00:00
1864,3,75,2.797570318006548,20.5,10.25,28.75,5.7,2024-03-15 12:00:00,2024-03-15 12:00:00
1865,3,75,2.2197274816915042,23.5,11.75,31.25,5.5,2024-03-15 16:00:00,2024-03-15 16:00:00
1866,4,75,2.8053906189851503,11.5,5.75,21.25,5.5,2024-03-15 00:00:00,2024-03-15 00:00:00
1867,4,75,2.741261180855386,14.5,7.25,23.75,5.7,2024-03-15 04:00:00,2024-03-15 04:00:00
1868,4,75,2.5744319971643623,17.5,8.75,26.25,5.5,2024-03-15 08:00:00,2024-03-15 08:00:00
1869,4,75,3.0092738011265805,20.5,10.25,28.75,5.7,2024-03-15 12:00:00,2024-03-15 12:00:00
1870,4,75,2.4880840324698967,23.5,11.75,31.25,5.5,2024-03-15 16:00:00,2024-03-15 16:00:00
1871,5,75,3.299101764686442,11.5,5.75,21.25,5.5,2024-03-15 00:00:00,2024-03-15 00:00:00
1872,5,75,2.8266851506415547,14.5,7.25,23.75,5.7,2024-03-15 04:00:00,2024-03-15 04:00:00
1873,5,75,2.3612143406817014,17.5,8.75,26.25,5.5,2024-03-15 08:00:00,2024-03-15 08:00:00
1874,5,75,2.6864486423212055,20.5,10.25,28.75,5.7,2024-03-15 12:00:00,2024-03-15 12:00:00
1875,5,75,2.488609326557997,23.5,11.75,31.25,5.5,2024-03-15 16:00:00,2024-03-15 16:00:00
1876,1,76,2.718094780179536,11.5,5.75,21.25,5.5,2024-03-16 00:00:00,2024-03-16 00:00:00
1877,1,76,2.8376758978948597,14.5,7.25,23.75,5.7,2024-03-16 04:00:00,2024-03-16 04:00:00
1878,1,76,3.1678257015552704,17.5,8.75,26.25,5.5,2024-03-16 08:00:00,2024-03-16 08:00:00
1879,1,76,2.825168771068168,20.5,10.25,28.75,5.7,2024-03-16 12:00:00,2024-03-16 12:00:00
1880,1,76,3.351157470302134,23.5,11.75,31.25,5.5,2024-03-16 16:00:00,2024-03-16 16:00:00
1881,2,76,3.3201603660284835,11.5,5.75,21.25,5.5,2024-03-16 00:00:00,2024-03-16 00:00:00
1882,2,76,2.282869465825493,14.5,7.25,23.75,5.7,2024-03-16 04:00:00,2024-03-16 04:00:00
1883,2,76,2.0366762051739737,17.5,8.75,26.25,5.5,2024-03-16 08:00:00,2024-03-16 08:00:00
1884,2,76,3.481693252260174,20.5,10.25,28.75,5.7,2024-03-16 12:00:00,2024-03-16 12:00:00
1885,2,76,2.878253816117132,23.5,11.75,31.25,5.5,2024-03-16 16:00:00,2024-03-16 16:00:00
1886,3,76,2.8891715649575103,11.5,5.75,21.25,5.5,2024-03-16 00:00:00,2024-03-16 00:00:00
1887,3,76,2.265906475285479,14.5,7.25,23.75,5.7,2024-03-16 04:00:00,2024-03-16 04:00:00
1888,3,76,2.6879512201580766,17.5,8.75,26.25,5.5,2024-03-16 08:00:00,2024-03-16 08:00:00
1889,3,76,3.4034156379779352,20.5,10.25,28.75,5.7,2024-03-16 12:00:00,2024-03-16 12:00:00
1890,3,76,3.4357093275704216,23.5,11.75,31.25,5.5,2024-03-16 16:00:00,2024-03-16 16:00:00
1891,4,76,2.6732613616873446,11.5,5.75,21.25,5.5,2024-03-16 00:00:00,2024-03-16 00:00:00
1892,4,76,2.748155364656795,14.5,7.25,23.75,5.7,2024-03-16 04:00:00,2024-03-16 04:00:00
1893,4,76,3.076917405014819,17.5,8.75,26.25,5.5,2024-03-16 08:00:00,2024-03-16 08:00:00
1894,4,76,2.4849246814894945,20.5,10.25,28.75,5.7,2024-03-16 12:00:00,2024-03-16 12:00:00
1895,4,76,2.8359570320434475,23.5,11.75,31.25,5.5,2024-03-16 16:00:00,2024-03-16 16:00:00
1896,5,76,2.0733130906991004,11.5,5.75,21.25,5.5,2024-03-16 00:00:00,2024-03-16 00:00:00
1897,5,76,3.3369017464709367,14.5,7.25,23.75,5.7,2024-03-16 04:00:00,2024-03-16 04:00:00
1898,5,76,2.6638859169544826,17.5,8.75,26.25,5.5,2024-03-16 08:00:00,2024-03-16 08:00:00
1899,5,76,3.051729799529393,20.5,10.25,28.75,5.7,2024-03-16 12:00:00,2024-03-16 12:00:00
1900,5,76,3.135969314219375,23.5,11.75,31.25,5.5,2024-03-16 16:00:00,2024-03-16 16:00:00
1901,1,77,2.986860260326173,11.5,5.75,21.25,5.5,2024-03-17 00:00:00,2024-03-17 00:00:00
1902,1,77,2.6740871120214558,14.5,7.25,23.75,5.7,2024-03-17 04:00:00,2024-03-17 04:00:00
1903,1,77,3.013155311980954,17.5,8.75,26.25,5.5,2024-03-17 08:00:00,2024-03-17 08:00:00
1904,1,77,2.5506392073529147,20.5,10.25,28.75,5.7,2024-03-17 12:00:00,2024-03-17 12:00:00
1905,1,77,2.7290791849539375,23.5,11.75,31.25,5.5,2024-03-17 16:00:00,2024-03-17 16:00:00
1906,2,77,2.6416698463068546,11.5,5.75,21.25,5.5,2024-03-17 00:00:00,2024-03-17 00:00:00
1907,2,77,2.769869248623027,14.5,7.25,23.75,5.7,2024-03-17 04:00:00,2024-03-17 04:00:00
1908,2,77,3.2429653506072045,17.5,8.75,26.25,5.5,2024-03-17 08:00:00,2024-03-17 08:00:00
1909,2,77,2.9973546971227187,20.5,10.25,28.75,5.7,2024-03-17 12:00:00,2024-03-17 12:00:00
1910,2,77,2.0306310222712525,23.5,11.75,31.25,5.5,2024-03-17 16:00:00,2024-03-17 16:00:00
1911,3,77,2.66133692587426,11.5,5.75,21.25,5.5,2024-03-17 00:00:00,2024-03-17 00:00:00
1912,3,77,3.3271780339739045,14.5,7.25,23.75,5.7,2024-03-17 04:00:00,2024-03-17 04:00:00
1913,3,77,3.397907526921741,17.5,8.75,26.25,5.5,2024-03-17 08:00:00,2024-03-17 08:00:00
1914,3,77,2.7983502399054596,20.5,10.25,28.75,5.7,2024-03-17 12:00:00,2024-03-17 12:00:00
1915,3,77,2.3070013015336066,23.5,11.75,31.25,5.5,2024-03-17 16:00:00,2024-03-17 16:00:00
1916,4,77,2.835785529748459,11.5,5.75,21.25,5.5,2024-03-17 00:00:00,2024-03-17 00:00:00
1917,4,77,3.324119080090731,14.5,7.25,23.75,5.7,2024-03-17 04:00:00,2024-03-17 04:00:00
1918,4,77,2.087686902975703,17.5,8.75,26.25,5.5,2024-03-17 08:00:00,2024-03-17 08:00:00
1919,4,77,2.733753145140029,20.5,10.25,28.75,5.7,2024-03-17 12:00:00,2024-03-17 12:00:00
1920,4,77,2.159692865700845,23.5,11.75,31.25,5.5,2024-03-17 16:00:00,2024-03-17 16:00:00
1921,5,77,3.123293116520255,11.5,5.75,21.25,5.5,2024-03-17 00:00:00,2024-03-17 00:00:00
1922,5,77,3.4256889402643,14.5,7.25,23.75,5.7,2024-03-17 04:00:00,2024-03-17 04:00:00
1923,5,77,2.4414458445677543,17.5,8.75,26.25,5.5,2024-03-17 08:00:00,2024-03-17 08:00:00
1924,5,77,2.2426091031163367,20.5,10.25,28.75,5.7,2024-03-17 12:00:00,2024-03-17 12:00:00
1925,5,77,2.1069713141528283,23.5,11.75,31.25,5.5,2024-03-17 16:00:00,2024-03-17 16:00:00
1926,1,78,2.15864813538372,11.5,5.75,21.25,5.5,2024-03-18 00:00:00,2024-03-18 00:00:00
1927,1,78,2.826459544473352,14.5,7.25,23.75,5.7,2024-03-18 04:00:00,2024-03-18 04:00:00
1928,1,78,2.1653417957136174,17.5,8.75,26.25,5.5,2024-03-18 08:00:00,2024-03-18 08:00:00
1929,1,78,3.1061619223635626,20.5,10.25,28.75,5.7,2024-03-18 12:00:00,2024-03-18 12:00:00
1930,1,78,2.147795857704352,23.5,11.75,31.25,5.5,2024-03-18 16:00:00,2024-03-18 16:00:00
1931,2,78,3.4968076143855904,11.5,5.75,21.25,5.5,2024-03-18 00:00:00,2024-03-18 00:00:00
1932,2,78,2.446927280746648,14.5,7.25,23.75,5.7,2024-03-18 04:00:00,2024-03-18 04:00:00
1933,2,78,3.343975107342802,17.5,8.75,26.25,5.5,2024-03-18 08:00:00,2024-03-18 08:00:00
1934,2,78,2.866664497343387,20.5,10.25,28.75,5.7,2024-03-18 12:00:00,2024-03-18 12:00:00
1935,2,78,2.2580431842089843,23.5,11.75,31.25,5.5,2024-03-18 16:00:00,2024-03-18 16:00:00
1936,3,78,2.4977065915347305,11.5,5.75,21.25,5.5,2024-03-18 00:00:00,2024-03-18 00:00:00
1937,3,78,3.276391593383191,14.5,7.25,23.75,5.7,2024-03-18 04:00:00,2024-03-18 04:00:00
1938,3,78,2.053948666833726,17.5,8.75,26.25,5.5,2024-03-18 08:00:00,2024-03-18 08:00:00
1939,3,78,2.412249045751704,20.5,10.25,28.75,5.7,2024-03-18 12:00:00,2024-03-18 12:00:00
1940,3,78,3.4024880021654584,23.5,11.75,31.25,5.5,2024-03-18 16:00:00,2024-03-18 16:00:00
1941,4,78,2.6840093716138913,11.5,5.75,21.25,5.5,2024-03-18 00:00:00,2024-03-18 00:00:00
1942,4,78,2.463229102085417,14.5,7.25,23.75,5.7,2024-03-18 04:00:00,2024-03-18 04:00:00
1943,4,78,2.229888595295437,17.5,8.75,26.25,5.5,2024-03-18 08:00:00,2024-03-18 08:00:00
1944,4,78,2.9869609917511317,20.5,10.25,28.75,5.7,2024-03-18 12:00:00,2024-03-18 12:00:00
1945,4,78,2.464989885734325,23.5,11.75,31.25,5.5,2024-03-18 16:00:00,2024-03-18 16:00:00
1946,5,78,2.6376743848069495,11.5,5.75,21.25,5.5,2024-03-18 00:00:00,2024-03-18 00:00:00
1947,5,78,2.8965663837708435,14.5,7.25,23.75,5.7,2024-03-18 04:00:00,2024-03-18 04:00:00
1948,5,78,2.3934441012703838,17.5,8.75,26.25,5.5,2024-03-18 08:00:00,2024-03-18 08:00:00
1949,5,78,3.489532978749675,20.5,10.25,28.75,5.7,2024-03-18 12:00:00,2024-03-18 12:00:00
1950,5,78,2.9689109595621765,23.5,11.75,31.25,5.5,2024-03-18 16:00:00,2024-03-18 16:00:00
1951,1,79,2.685934287244227,11.5,5.75,21.25,5.5,2024-03-19 00:00:00,2024-03-19 00:00:00
1952,1,79,2.5892735774844895,14.5,7.25,23.75,5.7,2024-03-19 04:00:00,2024-03-19 04:00:00
1953,1,79,2.8163458430420043,17.5,8.75,26.25,5.5,2024-03-19 08:00:00,2024-03-19 08:00:00
1954,1,79,2.91259195315694,20.5,10.25,28.75,5.7,2024-03-19 12:00:00,2024-03-19 12:00:00
1955,1,79,2.9582315707959683,23.5,11.75,31.25,5.5,2024-03-19 16:00:00,2024-03-19 16:00:00
1956,2,79,2.6339925754360323,11.5,5.75,21.25,5.5,2024-03-19 00:00:00,2024-03-19 00:00:00
1957,2,79,2.5025743701637495,14.5,7.25,23.75,5.7,2024-03-19 04:00:00,2024-03-19 04:00:00
1958,2,79,3.295589329744548,17.5,8.75,26.25,5.5,2024-03-19 08:00:00,2024-03-19 08:00:00
1959,2,79,2.2697741596421435,20.5,10.25,28.75,5.7,2024-03-19 12:00:00,2024-03-19 12:00:00
1960,2,79,3.287419991529899,23.5,11.75,31.25,5.5,2024-03-19 16:00:00,2024-03-19 16:00:00
1961,3,79,2.5579352714321937,11.5,5.75,21.25,5.5,2024-03-19 00:00:00,2024-03-19 00:00:00
1962,3,79,2.3745997175384614,14.5,7.25,23.75,5.7,2024-03-19 04:00:00,2024-03-19 04:00:00
1963,3,79,2.083648827045183,17.5,8.75,26.25,5.5,2024-03-19 08:00:00,2024-03-19 08:00:00
1964,3,79,2.503733021770325,20.5,10.25,28.75,5.7,2024-03-19 12:00:00,2024-03-19 12:00:00
1965,3,79,2.3159582273886237,23.5,11.75,31.25,5.5,2024-03-19 16:00:00,2024-03-19 16:00:00
1966,4,79,2.0155950934410622,11.5,5.75,21.25,5.5,2024-03-19 00:00:00,2024-03-19 00:00:00
1967,4,79,3.0549822623473926,14.5,7.25,23.75,5.7,2024-03-19 04:00:00,2024-03-19 04:00:00
1968,4,79,3.029204948193232,17.5,8.75,26.25,5.5,2024-03-19 08:00:00,2024-03-19 08:00:00
1969,4,79,2.8091907091839214,20.5,10.25,28.75,5.7,2024-03-19 12:00:00,2024-03-19 12:00:00
1970,4,79,2.52047284643394,23.5,11.75,31.25,5.5,2024-03-19 16:00:00,2024-03-19 16:00:00
1971,5,79,3.2351291457230733,11.5,5.75,21.25,5.5,2024-03-19 00:00:00,2024-03-19 00:00:00
1972,5,79,2.647905698780579,14.5,7.25,23.75,5.7,2024-03-19 04:00:00,2024-03-19 04:00:00
1973,5,79,2.2771319664542897,17.5,8.75,26.25,5.5,2024-03-19 08:00:00,2024-03-19 08:00:00
